lable	label	text
1	反讽	@TheLaurenChen Maybe their racism has hit the level of "let's test the vaccine on minorities".
0	引述	What is the Novavax vaccine, and how does it work?\nhttps://t.co/6sC1yZLAbT
0	陈述	@LBC Simply prevent people who don’t have the vaccine from entering any public place or establishment.
0	质询	@BritishAlba @Andiejb92 @LBC You do know we could have done the vaccine inside the EU.  How's fishing going?
0	质询	@petrichorldn @sofinique1 @IndigoLeo10 If Trump hadn’t called it a “hoax” (despite acknowledging how serious the pa… https://t.co/HFjnNLnHh6
0	引述	NPHET to monitor rising Covid cases in Dublin via @RTENews - disgusted with health worker refusing vaccine, they ca… https://t.co/PXrQIVQ73j
0	同意	@BhramarBioStat Couldn't agree more. Baffled by the slow speed considering India is one of the biggest vaccine manu… https://t.co/AGpfWz6Hhi
2	邀请/建议	@Sharrrr14 We SHOULD pray4 Holy Spirit's wisdom here, not act on head knowledge alone. There r consequences 4both r… https://t.co/vjR6r59ecd
0	陈述	Thursday's coronavirus infections in NL: 5,048\nLast Thursday: 4,518 (+11.7%)\n7-day average weekly increase: +26.5%… https://t.co/lhsSyv3cW2
0	赞扬	This is an amazing podcast! Please listen to it and donate if you are able. https://t.co/0AuVHx7faL
0	引述	COVID-19 Vaccine Clinic for Watertown Seniors age 75+ will be held on 2/17/2021 from 9am-11:30am at 552 Main Street… https://t.co/J9VVvaW5Uo
0	陈述	this was before she told me she takes vitamins so she doesn’t have to get the covid vaccine but AFTER she told me t… https://t.co/v92Ye7UpHb
0	批评	@remiquez I think they are torturing everyone. Damn. We’ve had two kid to kid transmissions this year. In Texas. Wh… https://t.co/LsL79GChzV
0	质询	@jonallendc By then the question will be - do we get a second vaccine? \n\nAnnual like the flu? Do we test antibodies… https://t.co/Kprl29hark
2	咨询	@TimesLIVE Did we order enough vaccine?
0	断定	Not Baza the meme queen 🥺😂 https://t.co/K1QGHtCa0Y
0	引述	"In settings like school, where everyone is wearing a [mask], there really is no measurable difference in risk betw… https://t.co/eXQIR5ZnIw
0	引述	U.S. equities markets have continued to perform well, fueled by upbeat earnings and vaccination news. However, that… https://t.co/x5nqEVFCzS
1	希望	I'd like to have a big dance💃🕺party for the seniors who've had their #COVIDVaccine series.\n\nBands want audiences. M… https://t.co/TLaXafnnrp
0	断定	First dose of the vaccine is a wrapppppp👏🏽
0	断定	@danwootton @EnglishLionhea1 It can only be the #GreatReset or similar, nothing else explains it! 🤷🏻‍♂️
1	攻击	Fuck off. Capitalism &gt;&gt;&gt; https://t.co/MeJqAclXvJ
0	引述	A New Year, a new beginning: With the COVID-19 vaccination on a roll, office landlords are hopeful to rebound in 20… https://t.co/Y1iRNCNqcq
0	断定	@RicHolden eu wasn't a loved institution but outside will require more than buying the global covid vaccine supply… https://t.co/l6SKJc3PFh
0	断定	@tbellums The vaccine has protein too. I heard it doesn’t taste bad either
0	引述	#COVID19AB #Fact Feb10 Active Case % by Population:\n\n#YEG Edmonton Capital Region 0.1223% (1,616 / 1,321,426)… https://t.co/TC56Af4Mmp
1	惊讶	@Covid19Lies @SandraWeeden \nShocking revelation must see \n\nYou thought it was just a test you was having makes sens… https://t.co/j0pnY6zSsO
2	请求	@divyaa24 Listen to the Curbsiders episode on vaccine, many questions answered!
0	陈述	@JustinTrudeau @cafreeland let’s review; approximately one year for a vaccine 💉 to be developed but now there’s no… https://t.co/DwVIPilO7y
1	攻击	@a_leesha1 The stupid! It burns!\nI've had COVID. It sucked, and my antibodies are not expected to be up to much bec… https://t.co/F1wa0Hoe2I
0	引述	Maine CDC reports 147 COVID19 cases, 2 more deaths...As of Saturday morning, 196,581 Mainers had received a first d… https://t.co/f76fWCtpGV
0	断定	@chrisshipitv @Peston @LSHTM @itvpeston He did clarify this by waving his hand round and saying ‘the most at risk’,… https://t.co/BUvRJ0hcdA
0	陈述	If you're a younger healthy person but think you should hop emergency &amp; medical  professionals, elderly, or people… https://t.co/HjPpgBMyql
1	希望	@GovJanetMills @MEPublicHealth Maine Teachers Need Your Help! https://t.co/harZxIiNbO
0	引述	Police Called to CT CVS After New Yorkers Were Denied COVID-19 Vaccine https://t.co/XTbeJthEk5
0	陈述	@Matchity CVS can hands out flu shots every year without problems.\nLet the government hand out Covid vaccine and it… https://t.co/yBrLryY3RK
0	不同意	@ScepticBrian @SteveMK91 @davidkurten @KarenH777 Not "much less contagious than Covid" - best estimate put it at 2… https://t.co/qQwkQU98BM
0	引述	Public Health webinar provides COVID-19 vaccine update for Massachusetts https://t.co/39BjBfZoO7
0	引述	@MaGJr80 @CBCPolitics @CPHO_Canada Here's a primer for you.\nhttps://t.co/3jfkYJcpkM
0	断定	@WardyCSGO @UKCovid19Stats @fact_covid Certainly the first time since the vaccination programme started, been waiting for this for a while.
0	引述	Bernice Homan recently received her first dose of the COVID-19 vaccine. She survived the Spanish flu pandemic, havi… https://t.co/BI2og3Bcri
1	反讽	I mean, it's only going to take 3.7 years to get Canada vaccinated under Trudeau's plan, I'm sure that's perfectly… https://t.co/WYa50PrNTK
0	引述	More on mRNA Vaccine Manufacturing | In the Pipeline.  https://t.co/hzmLOooOe7
0	陈述	The story of vaccines in America starts with an enslaved African man - How Onesimus introduced inoculation to Ameri… https://t.co/ILTF43KRVz
0	不同意	@CameronCM1145 @Odiepops @theresa_may No, you want to remove the freedoms of a fit and healthy majority that dont w… https://t.co/Se44XmOdZe
0	质询	@jcorny1 I'm not sure we actually need them, we have a card with the details on anyway that you're supposed to carr… https://t.co/bXDR6eEGCE
0	引述	Supply is even lower than anticipated.\n\nThis is so disgraceful for one of the hardest hit parts of New York City. C… https://t.co/xx2QhLL7cN
0	引述	@ADayInTheSlife (ward 17) asks about K-12 staff vaccinations. Chief Martin-Thompson says @CleDPH will be managing t… https://t.co/h35O2gYb6i
0	陈述	Vaccination =/= you can’t get COVID. It means your immune response to COVID will be stronger. \n\nVaccination doesn’t… https://t.co/YIzfdV6ewd
0	断定	@SimonBeals2 @ProfKarolSikora If you haven’t had a vaccination, you don’t know the facts.  The second jab is booked… https://t.co/zHSCN5xcj2
0	陈述	@partyof76 @Mahaynau @Barbara77343552 @Claudia31712332 @BritainFree Many countries have required vaccine certificat… https://t.co/6AsbyP8WfP
0	引述	The Primate of Church of Nigeria, Anglican Communion, the Most Rev. Henry Ndukuba, has urged Nigerians, especially… https://t.co/lb3fgSBYky
0	质询	@23CharlesP @WAPFLondon @yorkshabastard @BigBrotherWatch So 'popping to Rome ' for 3 days isnt travelling?   My poi… https://t.co/go0AHfhUEp
0	陈述	My Poppop got both doses of the vaccine and you can’t tell this nigga he ain’t invincible
0	批评	We all knew the govt changing the licence of the vaccines would have an impact on getting people fully vaccinated.… https://t.co/f69PPwo8jK
0	引述	In-Clinic Vaccination RN - Sullivan, IL https://t.co/QFUaHeSI7t
0	引述	Pfizer Says COVID Shot 85% Effective After 1 Dose; May Not Require Deep Freeze  #nervepain https://t.co/BzW90GaWti
0	引述	In addition to protecting the corona, virus transmission also prevents the Oxford vaccine, New study revealed https://t.co/AjyXFBR6OJ
4	other	And loss of votes! https://t.co/v67j5Lh0aW
0	引述	Health Minister reveals FG is expecting 15 million doses of Coronavirus vaccine in February-- https://t.co/R4iMSII6yy
0	陈述	@aggressie @Nigel_Farage @JustinWelby I did ask how it was going over there, the EU. It is in fact sadly 473,00 dea… https://t.co/tGb7G9ZyLw
1	惊讶	@thenitinsawhney I can’t believe it as he should have received the vaccine before many others (naming no names) for… https://t.co/3Uj6agsKX1
0	引述	How We Can Learn to Live with COVID-19 After Vaccinations | Time https://t.co/SSf7SwDrru
1	攻击	@ddeplora2 says the anti-vax conspiracy theory moron who follows the account built by russian trolls  \nMORON https://t.co/EixxAxHZjE
0	陈述	My grandma got a Covid vaccine🥳Might just go ahead and get mine so I can finally give her a hug😌
0	质询	@mshaverin @Fox_Claire Do you understand how a randomised controlled trial works? You see the numbers in the right-… https://t.co/uxhTqAl44e
0	陈述	#BREAKING @VDHgov Vaccine Coordinator Dr. Danny Avula says if full @US_FDA emergency use approval occurs today...Vi… https://t.co/2sJYELVvid
0	引述	The world is seriously underspending on vaccines.\nhttps://t.co/Nws2cF109s
3	承诺	Update: vaccine appointment tomorrow! 🥰
0	陈述	Keep coming back to Florida, whose officials put Fauci’s lockdown recommendations in the same place as the CDC’s do… https://t.co/sylEywjTMf
1	欣喜	Big day for Rhode Islander’s tomorrow! Anyone 65 and older will be eligible for the #COVIDー19 vaccine💉\n\nThe Dunks c… https://t.co/wKnksKVpWH
0	引述	Timeline of #COVID19 vaccine deals reveals EU's lag behind UK\n\nhttps://t.co/HqvNLeQx2V https://t.co/vAgkERFtar
0	引述	Porter just froths at the mouth and evades specific questions in droves. #qt https://t.co/h2TWDG9aI0
2	邀请/建议	@midgard_misfit @Jackie67728382 So don't book holidays, even in the UK...but remember, the vaccine is a game change… https://t.co/hp0W8AgbhW
0	陈述	from Tropicana, Top Glove\n•Pharmaniaga to get NPRA's approval in early March for Covid-19 vaccine supplies\n•Bintai… https://t.co/OlGxcbPYMk
0	陈述	@IreneWi70533792 @Adam_Stratford_ Also the whole "vaccine" thing.
0	同意	Sure, but will the @WhiteHouse bring actual vaccines?!  All day, everyday, I want counts and updates on vaccines ma… https://t.co/LaxW3ZbHbx
0	引述	"Vaccine access codes for Black, Latino communities improperly used by wealthy"  https://t.co/yz97m7jGVA
0	不同意	It's not for us, it's for them:\nhttps://t.co/8hkKW2lWaG
0	引述	An integral part of the #vaccination process occurs AFTER the application of the vaccine. While overall reporting i… https://t.co/POl7hhPGz8
0	陈述	MYTH: The #COVID19 vaccine can affect women's fertility.\n\nFACT: The vaccine will not affect fertility. It causes th… https://t.co/8Mawx0FoPu
0	析因	@sudsie_the_soap @TheTweetOfGod He had pneumonia and was unable to get the vaccine.
0	陈述	Just ate the spiciest pad Thai of my life and am getting the second dose of the vaccine tomorrow I am in for a longggg weekend
0	陈述	@Tardigradian @LouisHenwood @marinamaral2 Very first was actually an Atari 800 but I was soon off on DOS on IBM PCs… https://t.co/gEbvETAWe2
1	希望	Ok i am in no way an anti vaxxer. I want the vaccine so fucking badly, but y'all taking a J&amp;J vaccine? They made de… https://t.co/ri44wVcQwT
3	承诺	I volunteer to inject shots into the arms! https://t.co/bK00Ew3isU
0	引述	ICYMI: A few weeks ago, we highlighted @moderna_tx CEO Stéphane Bancel in a fascinating LinkedIn Live Q&amp;A led by fa… https://t.co/eCRFITh1fR
1	希望	@DSDloveyou We need a vaccine that can make people taller.
0	断定	@TheOneTrueKOB @simong0808 @NikkiHaley @benshapiro Google "was the first produced and most widely-distributed COVID… https://t.co/9S1JfG9aox
0	同意	@Sandi_H_xx @JeremyVineOn5 I do agree however that people shouldn't be forced or blackmailed into having the vaccin… https://t.co/cvYU13rYpl
0	不同意	@domenicadelia22 The vaccine will not keep her from getting pregnant that was a false assumption on her part!
0	陈述	@JoeyLake14 first the pandemic special and now the pandemic vaccine https://t.co/HIV4wfOPdR
0	陈述	@Lgraves10 @Merge216 @aslavitt46 I did not realize we had people from other states coming to NC for vaccination. Wo… https://t.co/LXJDHP20O6
0	引述	Cheniere expects gradual rise in LNG demand with COVID-19 vaccine rollout https://t.co/7NKW3QWul5
0	批评	@SteveScalise You SELFISH human being! You should have TWEETED the seriousness of lack of process of distributing v… https://t.co/xj3AReMPtg
0	陈述	@DeanObeidallah @leanslay Israel does not have an obligation to vaccinate Palestinians due to the Oslo Accords.
0	引述	Very shortsighted to vote vax passport just to get pissed in a pub. You might not be around to get pissed next year… https://t.co/dM8XZjAKss
0	引述	Waste of time and money. Everyone is *aware* of the experimental vaccines. Sounds like they need to spin it since m… https://t.co/TGlfjV0RPM
2	请求	Please please @DanielAndrewsMP @danmurphys @ProfPCDoherty make this happen #Legend #COVID19Vic https://t.co/0dgXfzzRmX
0	引述	#Bahamas to receive 100,000 #COVID19 #vaccine doses through COVAX starting mid-February https://t.co/HfnOVjf7ux
0	不同意	@peteaustin6 @Natalie_2020 @JaneMichael62 Lol no she ain't ... I'm one of them followers ... Like many she has her… https://t.co/1zyyxYx8x0
0	引述	Today's North Wales Covid infection rates, cases, and death figures https://t.co/aelERhUgRe
0	质询	Yet...your eyeglasses. What are you saying, dawta?? https://t.co/vorWAjHNo2
0	赞扬	@OJIBAJO @RobSchneider I think ur starwars mask is rad and it’s awesome to see others getting and advocating for the vaccine.
